Customer ID;Date;Week;Day;Weekend;Retailer;City;State;Brand;Model;Fuel Type;Segment;Age Group;Income Band;Customer Type;Lead Source;Salesperson;Customers Visited;Test Drives;Contracts Offered;Contracts Signed;Conversion Rate (%);Unit Price (€);Discount (%);Cost Price (€);Revenue(€);Profit(€);Month;Month Number;Year;Weekday Type;Offer Conversion;Visit to Test Drive %;Visit to Signed %;Average Margin per Signed Contract;Column1
CUST_1184;02/02/2026;Week 1;Monday;No;Elbe Drive;Hamburg;Hamburg;BMW;i4;Electric;Sedan;26-35;Medium;Returning;Walk-in;Sales_18;141;64;48;18;28.12;58279;5.15;41189;1049022;307620;Feb;2;2026;Weekday;37,50%;45,39%;12,77%;17090,00;Elbe Drive
CUST_1185;02/02/2026;Week 1;Monday;No;Saxon Wheels;Dresden;Saxony;VW;Tiguan;Diesel;SUV;18-25;High;Returning;Walk-in;Sales_16;458;203;126;30;14.78;31251;7.51;28029;937530;96660;Feb;2;2026;Weekday;23,81%;44,32%;6,55%;3222,00;Saxon Wheels
CUST_1186;21/02/2026;Week 3;Saturday;Yes;Elbe Drive;Hamburg;Hamburg;Opel;Corsa;Diesel;Hatchback;50+;High;New;Social Media;Sales_2;330;159;95;20;12.58;23099;13.23;21373;461980;34520;Feb;2;2026;Weekend;21,05%;48,18%;6,06%;1726,00;Elbe Drive
CUST_1187;12/02/2026;Week 2;Thursday;No;Elbe Drive;Hamburg;Hamburg;Audi;e-tron;Hybrid;SUV;50+;Low;Returning;Social Media;Sales_11;231;119;76;28;23.53;53738;5.21;44027;1504664;271908;Feb;2;2026;Weekday;36,84%;51,52%;12,12%;9711,00;Elbe Drive
CUST_1188;23/02/2026;Week 4;Monday;No;Rhein Auto Group;Cologne;NRW;Opel;Grandland;Diesel;SUV;18-25;Medium;Returning;Walk-in;Sales_8;318;153;95;31;20.26;22989;8.7;20808;712659;67611;Feb;2;2026;Weekday;32,63%;48,11%;9,75%;2181,00;Rhein Auto Group
CUST_1189;04/02/2026;Week 1;Wednesday;No;Leipzig Mobility;Leipzig;Saxony;Audi;A3;Petrol;Hatchback;36-50;High;Returning;Website;Sales_9;285;177;125;41;23.16;50720;3.6;39856;2079520;445424;Feb;2;2026;Weekday;32,80%;62,11%;14,39%;10864,00;Leipzig Mobility
CUST_1190;14/02/2026;Week 2;Saturday;Yes;Ruhr Auto Plaza;Dortmund;NRW;Opel;Crossland;Hybrid;SUV;18-25;Medium;New;Social Media;Sales_19;370;203;122;29;14.29;23575;12.49;21246;683675;67541;Feb;2;2026;Weekend;23,77%;54,86%;7,84%;2329,00;Ruhr Auto Plaza
CUST_1191;02/02/2026;Week 1;Monday;No;Leipzig Mobility;Leipzig;Saxony;Opel;Mokka;Diesel;SUV;36-50;Low;New;Walk-in;Sales_19;355;151;88;24;15.89;21798;9.2;19514;523152;54816;Feb;2;2026;Weekday;27,27%;42,54%;6,76%;2284,00;Leipzig Mobility
CUST_1192;03/02/2026;Week 1;Tuesday;No;Bavaria Motors;Munich;Bavaria;Mercedes;C-Class;Hybrid;Sedan;50+;Medium;Returning;Website;Sales_19;156;69;48;19;27.54;65055;2.81;47131;1236045;340556;Feb;2;2026;Weekday;39,58%;44,23%;12,18%;17924,00;Bavaria Motors
CUST_1193;17/02/2026;Week 3;Tuesday;No;Bavaria Motors;Munich;Bavaria;VW;T-Roc;Diesel;SUV;36-50;Low;New;Walk-in;Sales_15;345;172;117;34;19.77;26594;7.19;23480;904196;105876;Feb;2;2026;Weekday;29,06%;49,86%;9,86%;3114,00;Bavaria Motors
CUST_1194;11/02/2026;Week 2;Wednesday;No;Ruhr Auto Plaza;Dortmund;NRW;Audi;A4;Diesel;Sedan;26-35;Low;New;Referral;Sales_20;281;160;110;41;25.62;42196;3.28;34261;1730036;325335;Feb;2;2026;Weekday;37,27%;56,94%;14,59%;7935,00;Ruhr Auto Plaza
CUST_1195;16/02/2026;Week 3;Monday;No;Autohaus Berlin;Berlin;Berlin;Audi;e-tron;Electric;SUV;18-25;High;Returning;Website;Sales_4;275;151;104;37;24.5;52642;6.14;41839;1947754;399711;Feb;2;2026;Weekday;35,58%;54,91%;13,45%;10803,00;Autohaus Berlin
CUST_1196;04/02/2026;Week 1;Wednesday;No;Saxon Wheels;Dresden;Saxony;Mercedes;EQE;Electric;Sedan;26-35;High;Returning;Walk-in;Sales_16;164;97;66;23;23.71;62682;3.37;47984;1441686;338054;Feb;2;2026;Weekday;34,85%;59,15%;14,02%;14698,00;Saxon Wheels
CUST_1197;01/02/2026;Week 1;Sunday;Yes;Main Auto Hub;Frankfurt;Hesse;BMW;X3;Electric;SUV;26-35;High;New;Walk-in;Sales_17;242;115;83;29;25.22;58817;2.51;44545;1705693;413888;Feb;2;2026;Weekend;34,94%;47,52%;11,98%;14272,00;Main Auto Hub
CUST_1198;04/02/2026;Week 1;Wednesday;No;Ruhr Auto Plaza;Dortmund;NRW;BMW;5 Series;Diesel;Sedan;50+;Low;New;Social Media;Sales_4;171;102;71;27;26.47;52717;5.75;39877;1423359;346680;Feb;2;2026;Weekday;38,03%;59,65%;15,79%;12840,00;Ruhr Auto Plaza
CUST_1199;15/02/2026;Week 3;Sunday;Yes;Rhein Auto Group;Cologne;NRW;Mercedes;EQE;Electric;Sedan;26-35;Medium;Returning;Walk-in;Sales_17;227;109;83;27;24.77;65341;4.92;46559;1764207;507114;Feb;2;2026;Weekend;32,53%;48,02%;11,89%;18782,00;Rhein Auto Group
CUST_1200;24/02/2026;Week 4;Tuesday;No;Bavaria Motors;Munich;Bavaria;Audi;Q3;Hybrid;SUV;18-25;High;Returning;Social Media;Sales_17;201;114;81;28;24.56;43455;6.33;32815;1216740;297920;Feb;2;2026;Weekday;34,57%;56,72%;13,93%;10640,00;Bavaria Motors
CUST_1201;17/02/2026;Week 3;Tuesday;No;Elbe Drive;Hamburg;Hamburg;VW;Passat;Diesel;Sedan;26-35;Low;New;Walk-in;Sales_2;390;216;137;36;16.67;26461;8.07;23136;952596;119700;Feb;2;2026;Weekday;26,28%;55,38%;9,23%;3325,00;Elbe Drive
CUST_1202;27/02/2026;Week 4;Friday;No;Hannover Cars;Hannover;Lower Saxony;BMW;X3;Hybrid;SUV;50+;Low;New;Referral;Sales_14;169;80;54;22;27.5;66979;5.99;50823;1473538;355432;Feb;2;2026;Weekday;40,74%;47,34%;13,02%;16156,00;Hannover Cars
CUST_1203;23/02/2026;Week 4;Monday;No;Elbe Drive;Hamburg;Hamburg;Audi;e-tron;Diesel;SUV;26-35;High;New;Referral;Sales_7;240;121;79;29;23.97;46606;3.57;36033;1351574;306617;Feb;2;2026;Weekday;36,71%;50,42%;12,08%;10573,00;Elbe Drive
CUST_1204;11/02/2026;Week 2;Wednesday;No;Bavaria Motors;Munich;Bavaria;Opel;Corsa;Electric;Hatchback;26-35;Medium;Returning;Walk-in;Sales_6;316;135;89;26;19.26;23935;13.03;21791;622310;55744;Feb;2;2026;Weekday;29,21%;42,72%;8,23%;2144,00;Bavaria Motors
CUST_1205;15/02/2026;Week 3;Sunday;Yes;Leipzig Mobility;Leipzig;Saxony;Mercedes;GLC;Electric;SUV;18-25;High;Returning;Social Media;Sales_9;268;126;89;25;19.84;71086;4.09;55852;1777150;380850;Feb;2;2026;Weekend;28,09%;47,01%;9,33%;15234,00;Leipzig Mobility
CUST_1206;24/02/2026;Week 4;Tuesday;No;Leipzig Mobility;Leipzig;Saxony;Opel;Grandland;Diesel;SUV;50+;Medium;Returning;Website;Sales_13;309;169;106;20;11.83;21978;13.37;20347;439560;32620;Feb;2;2026;Weekday;18,87%;54,69%;6,47%;1631,00;Leipzig Mobility
CUST_1207;16/02/2026;Week 3;Monday;No;Stuttgart Auto Center;Stuttgart;Baden-WÃ¼rttemberg;Opel;Crossland;Petrol;SUV;50+;Low;New;Referral;Sales_9;408;183;120;31;16.94;20901;12.78;19127;647931;54994;Feb;2;2026;Weekday;25,83%;44,85%;7,60%;1774,00;Stuttgart Auto Center
CUST_1208;07/02/2026;Week 1;Saturday;Yes;Rhein Auto Group;Cologne;NRW;BMW;i4;Petrol;Sedan;26-35;High;Returning;Referral;Sales_7;215;132;104;42;31.82;51260;3.46;37922;2152920;560196;Feb;2;2026;Weekend;40,38%;61,40%;19,53%;13338,00;Rhein Auto Group
CUST_1209;12/02/2026;Week 2;Thursday;No;Bavaria Motors;Munich;Bavaria;BMW;X3;Hybrid;SUV;50+;Low;Returning;Social Media;Sales_9;278;167;132;44;26.35;56757;5.14;41427;2497308;674520;Feb;2;2026;Weekday;33,33%;60,07%;15,83%;15330,00;Bavaria Motors
CUST_1210;07/02/2026;Week 1;Saturday;Yes;Hannover Cars;Hannover;Lower Saxony;BMW;i4;Petrol;Sedan;26-35;Medium;New;Social Media;Sales_11;205;120;87;31;25.83;52300;3.95;37488;1621300;459172;Feb;2;2026;Weekend;35,63%;58,54%;15,12%;14812,00;Hannover Cars
CUST_1211;14/02/2026;Week 2;Saturday;Yes;Main Auto Hub;Frankfurt;Hesse;Mercedes;GLC;Hybrid;SUV;26-35;Low;New;Website;Sales_1;201;111;80;24;21.62;62048;2.08;44679;1489152;416856;Feb;2;2026;Weekend;30,00%;55,22%;11,94%;17369,00;Main Auto Hub
CUST_1212;15/02/2026;Week 3;Sunday;Yes;Leipzig Mobility;Leipzig;Saxony;Mercedes;C-Class;Electric;Sedan;36-50;Medium;New;Social Media;Sales_3;285;157;112;32;20.38;53298;2.84;39648;1705536;436800;Feb;2;2026;Weekend;28,57%;55,09%;11,23%;13650,00;Leipzig Mobility
CUST_1213;08/02/2026;Week 2;Sunday;Yes;Bavaria Motors;Munich;Bavaria;Audi;A4;Diesel;Sedan;36-50;High;Returning;Walk-in;Sales_15;184;100;72;26;26.0;48564;6.75;39490;1262664;235924;Feb;2;2026;Weekend;36,11%;54,35%;14,13%;9074,00;Bavaria Motors
CUST_1214;27/02/2026;Week 4;Friday;No;Leipzig Mobility;Leipzig;Saxony;Mercedes;E-Class;Hybrid;Sedan;26-35;Low;Returning;Social Media;Sales_2;256;124;86;28;22.58;65021;5.84;47666;1820588;485940;Feb;2;2026;Weekday;32,56%;48,44%;10,94%;17355,00;Leipzig Mobility
CUST_1215;16/02/2026;Week 3;Monday;No;Saxon Wheels;Dresden;Saxony;BMW;i4;Petrol;Sedan;50+;Medium;Returning;Website;Sales_3;151;85;62;23;27.06;64694;3.13;48630;1487962;369472;Feb;2;2026;Weekday;37,10%;56,29%;15,23%;16064,00;Saxon Wheels
CUST_1216;16/02/2026;Week 3;Monday;No;Stuttgart Auto Center;Stuttgart;Baden-WÃ¼rttemberg;Opel;Crossland;Electric;SUV;36-50;Low;Returning;Walk-in;Sales_10;367;197;115;31;15.74;19853;11.81;17995;615443;57598;Feb;2;2026;Weekday;26,96%;53,68%;8,45%;1858,00;Stuttgart Auto Center
CUST_1217;13/02/2026;Week 2;Friday;No;Hannover Cars;Hannover;Lower Saxony;VW;Golf;Petrol;Hatchback;50+;Low;Returning;Walk-in;Sales_8;326;146;88;22;15.07;31672;9.47;28434;696784;71236;Feb;2;2026;Weekday;25,00%;44,79%;6,75%;3238,00;Hannover Cars
CUST_1218;04/02/2026;Week 1;Wednesday;No;Saxon Wheels;Dresden;Saxony;VW;Tiguan;Petrol;SUV;18-25;Medium;New;Social Media;Sales_20;331;174;118;24;13.79;32859;9.71;28891;788616;95232;Feb;2;2026;Weekday;20,34%;52,57%;7,25%;3968,00;Saxon Wheels
CUST_1219;06/02/2026;Week 1;Friday;No;Main Auto Hub;Frankfurt;Hesse;VW;T-Roc;Petrol;SUV;36-50;Medium;Returning;Website;Sales_15;506;235;154;37;15.74;26609;7.58;24086;984533;93351;Feb;2;2026;Weekday;24,03%;46,44%;7,31%;2523,00;Main Auto Hub
CUST_1220;22/02/2026;Week 4;Sunday;Yes;Bavaria Motors;Munich;Bavaria;BMW;i4;Petrol;Sedan;26-35;Medium;New;Website;Sales_11;198;121;97;30;24.79;63991;4.92;47228;1919730;502890;Feb;2;2026;Weekend;30,93%;61,11%;15,15%;16763,00;Bavaria Motors
CUST_1221;14/02/2026;Week 2;Saturday;Yes;Rhein Auto Group;Cologne;NRW;BMW;5 Series;Electric;Sedan;18-25;Medium;Returning;Walk-in;Sales_14;272;145;101;40;27.59;58763;2.56;42424;2350520;653560;Feb;2;2026;Weekend;39,60%;53,31%;14,71%;16339,00;Rhein Auto Group
CUST_1222;04/02/2026;Week 1;Wednesday;No;Main Auto Hub;Frankfurt;Hesse;Audi;A3;Petrol;Hatchback;26-35;Medium;New;Referral;Sales_2;276;129;91;30;23.26;55253;3.98;44963;1657590;308700;Feb;2;2026;Weekday;32,97%;46,74%;10,87%;10290,00;Main Auto Hub
CUST_1223;18/02/2026;Week 3;Wednesday;No;Autohaus Berlin;Berlin;Berlin;Audi;e-tron;Petrol;SUV;26-35;Low;New;Walk-in;Sales_4;210;113;76;28;24.78;49363;6.7;38411;1382164;306656;Feb;2;2026;Weekday;36,84%;53,81%;13,33%;10952,00;Autohaus Berlin
CUST_1224;27/02/2026;Week 4;Friday;No;Saxon Wheels;Dresden;Saxony;Audi;Q3;Petrol;SUV;18-25;Medium;New;Social Media;Sales_14;258;159;119;33;20.75;44262;5.12;35998;1460646;272712;Feb;2;2026;Weekday;27,73%;61,63%;12,79%;8264,00;Saxon Wheels
CUST_1225;12/02/2026;Week 2;Thursday;No;Ruhr Auto Plaza;Dortmund;NRW;VW;T-Roc;Diesel;SUV;18-25;Medium;New;Walk-in;Sales_4;391;203;144;35;17.24;33312;6.74;29775;1165920;123795;Feb;2;2026;Weekday;24,31%;51,92%;8,95%;3537,00;Ruhr Auto Plaza
CUST_1226;20/02/2026;Week 3;Friday;No;Hannover Cars;Hannover;Lower Saxony;Audi;Q3;Diesel;SUV;36-50;High;Returning;Website;Sales_10;289;154;109;35;22.73;41583;5.7;32053;1455405;333550;Feb;2;2026;Weekday;32,11%;53,29%;12,11%;9530,00;Hannover Cars
CUST_1227;27/02/2026;Week 4;Friday;No;Ruhr Auto Plaza;Dortmund;NRW;Audi;e-tron;Diesel;SUV;18-25;Medium;Returning;Referral;Sales_15;289;138;92;33;23.91;44317;5.24;34166;1462461;334983;Feb;2;2026;Weekday;35,87%;47,75%;11,42%;10151,00;Ruhr Auto Plaza
CUST_1228;18/02/2026;Week 3;Wednesday;No;Rhein Auto Group;Cologne;NRW;VW;Tiguan;Hybrid;SUV;50+;Low;Returning;Referral;Sales_1;490;277;177;49;17.69;30328;9.07;26089;1486072;207711;Feb;2;2026;Weekday;27,68%;56,53%;10,00%;4239,00;Rhein Auto Group
CUST_1229;17/02/2026;Week 3;Tuesday;No;Bavaria Motors;Munich;Bavaria;Audi;A4;Electric;Sedan;50+;Low;New;Referral;Sales_14;258;158;120;43;27.22;51071;6.87;40087;2196053;472312;Feb;2;2026;Weekday;35,83%;61,24%;16,67%;10984,00;Bavaria Motors
CUST_1230;21/02/2026;Week 3;Saturday;Yes;Autohaus Berlin;Berlin;Berlin;VW;T-Roc;Electric;SUV;26-35;High;New;Referral;Sales_19;438;252;167;49;19.44;33170;6.83;29250;1625330;192080;Feb;2;2026;Weekend;29,34%;57,53%;11,19%;3920,00;Autohaus Berlin
CUST_1231;21/02/2026;Week 3;Saturday;Yes;Stuttgart Auto Center;Stuttgart;Baden-WÃ¼rttemberg;Mercedes;EQE;Hybrid;Sedan;36-50;High;New;Referral;Sales_9;283;142;111;36;25.35;62986;3.47;48206;2267496;532080;Feb;2;2026;Weekend;32,43%;50,18%;12,72%;14780,00;Stuttgart Auto Center
CUST_1232;01/02/2026;Week 1;Sunday;Yes;Elbe Drive;Hamburg;Hamburg;Mercedes;GLE;Hybrid;SUV;26-35;Medium;Returning;Social Media;Sales_11;267;121;87;31;25.62;54526;3.4;41488;1690306;404178;Feb;2;2026;Weekend;35,63%;45,32%;11,61%;13038,00;Elbe Drive
CUST_1233;01/02/2026;Week 1;Sunday;Yes;Bavaria Motors;Munich;Bavaria;Audi;A3;Diesel;Hatchback;50+;Medium;New;Website;Sales_6;174;101;72;22;21.78;40154;5.28;30793;883388;205942;Feb;2;2026;Weekend;30,56%;58,05%;12,64%;9361,00;Bavaria Motors
CUST_1234;05/02/2026;Week 1;Thursday;No;Ruhr Auto Plaza;Dortmund;NRW;Mercedes;E-Class;Electric;Sedan;26-35;Low;Returning;Social Media;Sales_4;150;82;61;20;24.39;70500;3.15;53197;1410000;346060;Feb;2;2026;Weekday;32,79%;54,67%;13,33%;17303,00;Ruhr Auto Plaza
CUST_1235;23/02/2026;Week 4;Monday;No;Main Auto Hub;Frankfurt;Hesse;VW;ID.4;Diesel;SUV;36-50;Low;New;Social Media;Sales_4;420;235;166;29;12.34;29498;7.37;26787;855442;78619;Feb;2;2026;Weekday;17,47%;55,95%;6,90%;2711,00;Main Auto Hub
CUST_1236;08/02/2026;Week 2;Sunday;Yes;Leipzig Mobility;Leipzig;Saxony;Mercedes;C-Class;Electric;Sedan;18-25;High;Returning;Website;Sales_6;180;89;63;19;21.35;54488;5.56;39666;1035272;281618;Feb;2;2026;Weekend;30,16%;49,44%;10,56%;14822,00;Leipzig Mobility
CUST_1237;27/02/2026;Week 4;Friday;No;Hannover Cars;Hannover;Lower Saxony;Opel;Mokka;Hybrid;SUV;50+;Low;Returning;Website;Sales_1;334;156;91;21;13.46;26103;11.03;23444;548163;55839;Feb;2;2026;Weekday;23,08%;46,71%;6,29%;2659,00;Hannover Cars
CUST_1238;25/02/2026;Week 4;Wednesday;No;Bavaria Motors;Munich;Bavaria;BMW;X3;Hybrid;SUV;50+;High;New;Social Media;Sales_16;271;132;103;34;25.76;61234;3.04;44989;2081956;552330;Feb;2;2026;Weekday;33,01%;48,71%;12,55%;16245,00;Bavaria Motors
CUST_1239;02/02/2026;Week 1;Monday;No;Hannover Cars;Hannover;Lower Saxony;Mercedes;EQE;Diesel;Sedan;50+;Medium;New;Walk-in;Sales_11;150;82;60;19;23.17;70152;2.99;51204;1332888;360012;Feb;2;2026;Weekday;31,67%;54,67%;12,67%;18948,00;Hannover Cars
CUST_1240;12/02/2026;Week 2;Thursday;No;Bavaria Motors;Munich;Bavaria;Audi;Q3;Diesel;SUV;36-50;Low;Returning;Website;Sales_13;168;93;61;22;23.66;43085;6.99;35216;947870;173118;Feb;2;2026;Weekday;36,07%;55,36%;13,10%;7869,00;Bavaria Motors
CUST_1241;13/02/2026;Week 2;Friday;No;Saxon Wheels;Dresden;Saxony;Audi;Q5;Diesel;SUV;50+;High;New;Social Media;Sales_4;259;134;89;23;17.16;41723;6.87;33561;959629;187726;Feb;2;2026;Weekday;25,84%;51,74%;8,88%;8162,00;Saxon Wheels
CUST_1242;11/02/2026;Week 2;Wednesday;No;Hannover Cars;Hannover;Lower Saxony;Mercedes;E-Class;Diesel;Sedan;50+;Low;Returning;Walk-in;Sales_19;191;89;63;25;28.09;70461;5.45;51752;1761525;467725;Feb;2;2026;Weekday;39,68%;46,60%;13,09%;18709,00;Hannover Cars
CUST_1243;15/02/2026;Week 3;Sunday;Yes;Ruhr Auto Plaza;Dortmund;NRW;VW;ID.4;Electric;SUV;36-50;High;Returning;Social Media;Sales_11;307;158;93;21;13.29;27580;7.36;24634;579180;61866;Feb;2;2026;Weekend;22,58%;51,47%;6,84%;2946,00;Ruhr Auto Plaza
CUST_1244;22/02/2026;Week 4;Sunday;Yes;Hannover Cars;Hannover;Lower Saxony;BMW;3 Series;Electric;Sedan;18-25;Low;New;Social Media;Sales_18;216;99;77;23;23.23;49729;4.79;35249;1143767;333040;Feb;2;2026;Weekend;29,87%;45,83%;10,65%;14480,00;Hannover Cars
CUST_1245;11/02/2026;Week 2;Wednesday;No;Ruhr Auto Plaza;Dortmund;NRW;Audi;e-tron;Electric;SUV;26-35;Low;New;Referral;Sales_13;179;107;68;28;26.17;42294;5.71;31818;1184232;293328;Feb;2;2026;Weekday;41,18%;59,78%;15,64%;10476,00;Ruhr Auto Plaza
CUST_1246;28/02/2026;Week 4;Saturday;Yes;Ruhr Auto Plaza;Dortmund;NRW;Mercedes;GLE;Petrol;SUV;26-35;High;Returning;Walk-in;Sales_9;177;95;71;23;24.21;69763;4.19;51198;1604549;426995;Feb;2;2026;Weekend;32,39%;53,67%;12,99%;18565,00;Ruhr Auto Plaza
CUST_1247;05/02/2026;Week 1;Thursday;No;Bavaria Motors;Munich;Bavaria;Audi;Q3;Petrol;SUV;26-35;High;Returning;Social Media;Sales_19;239;115;74;30;26.09;46225;6.05;36665;1386750;286800;Feb;2;2026;Weekday;40,54%;48,12%;12,55%;9560,00;Bavaria Motors
CUST_1248;08/02/2026;Week 2;Sunday;Yes;Stuttgart Auto Center;Stuttgart;Baden-WÃ¼rttemberg;VW;Tiguan;Petrol;SUV;50+;Medium;Returning;Referral;Sales_17;432;180;129;35;19.44;28875;10.78;26063;1010625;98420;Feb;2;2026;Weekend;27,13%;41,67%;8,10%;2812,00;Stuttgart Auto Center
CUST_1249;06/02/2026;Week 1;Friday;No;Saxon Wheels;Dresden;Saxony;BMW;5 Series;Petrol;Sedan;50+;Medium;Returning;Walk-in;Sales_19;169;103;76;30;29.13;57891;5.4;41996;1736730;476850;Feb;2;2026;Weekday;39,47%;60,95%;17,75%;15895,00;Saxon Wheels
CUST_1250;12/02/2026;Week 2;Thursday;No;Leipzig Mobility;Leipzig;Saxony;BMW;i4;Petrol;Sedan;18-25;Low;Returning;Social Media;Sales_17;141;68;51;16;23.53;51967;5.02;38461;831472;216096;Feb;2;2026;Weekday;31,37%;48,23%;11,35%;13506,00;Leipzig Mobility
CUST_1251;28/02/2026;Week 4;Saturday;Yes;Rhein Auto Group;Cologne;NRW;Opel;Corsa;Diesel;Hatchback;18-25;Low;Returning;Website;Sales_6;367;143;99;22;15.38;23964;11.92;21771;527208;48246;Feb;2;2026;Weekend;22,22%;38,96%;5,99%;2193,00;Rhein Auto Group
CUST_1252;14/02/2026;Week 2;Saturday;Yes;Main Auto Hub;Frankfurt;Hesse;BMW;i4;Hybrid;Sedan;26-35;High;Returning;Referral;Sales_12;214;104;75;33;31.73;57133;3.29;40099;1885389;562122;Feb;2;2026;Weekend;44,00%;48,60%;15,42%;17034,00;Main Auto Hub
CUST_1253;04/02/2026;Week 1;Wednesday;No;Autohaus Berlin;Berlin;Berlin;Audi;A4;Diesel;Sedan;18-25;Medium;New;Walk-in;Sales_1;250;130;91;33;25.38;49243;5.91;37471;1625019;388476;Feb;2;2026;Weekday;36,26%;52,00%;13,20%;11772,00;Autohaus Berlin
CUST_1254;11/02/2026;Week 2;Wednesday;No;Bavaria Motors;Munich;Bavaria;Audi;Q3;Petrol;SUV;36-50;Low;New;Walk-in;Sales_13;251;158;112;42;26.58;46109;4.39;34763;1936578;476532;Feb;2;2026;Weekday;37,50%;62,95%;16,73%;11346,00;Bavaria Motors
CUST_1255;23/02/2026;Week 4;Monday;No;Elbe Drive;Hamburg;Hamburg;Audi;A4;Hybrid;Sedan;50+;Low;New;Website;Sales_5;201;117;83;28;23.93;42368;3.87;34650;1186304;216104;Feb;2;2026;Weekday;33,73%;58,21%;13,93%;7718,00;Elbe Drive
CUST_1256;20/02/2026;Week 3;Friday;No;Ruhr Auto Plaza;Dortmund;NRW;VW;Tiguan;Electric;SUV;18-25;High;Returning;Website;Sales_19;399;197;118;27;13.71;30333;11.94;26092;818991;114507;Feb;2;2026;Weekday;22,88%;49,37%;6,77%;4241,00;Ruhr Auto Plaza
CUST_1257;08/02/2026;Week 2;Sunday;Yes;Rhein Auto Group;Cologne;NRW;Mercedes;GLE;Hybrid;SUV;50+;High;New;Referral;Sales_20;220;129;97;33;25.58;51329;2.7;37260;1693857;464277;Feb;2;2026;Weekend;34,02%;58,64%;15,00%;14069,00;Rhein Auto Group
CUST_1258;01/02/2026;Week 1;Sunday;Yes;Bavaria Motors;Munich;Bavaria;BMW;X3;Electric;SUV;26-35;Low;Returning;Walk-in;Sales_3;157;79;54;24;30.38;53155;5.85;41279;1275720;285024;Feb;2;2026;Weekend;44,44%;50,32%;15,29%;11876,00;Bavaria Motors
CUST_1259;11/02/2026;Week 2;Wednesday;No;Rhein Auto Group;Cologne;NRW;Mercedes;GLE;Petrol;SUV;26-35;Medium;Returning;Walk-in;Sales_17;205;112;85;28;25.0;68097;4.72;49468;1906716;521612;Feb;2;2026;Weekday;32,94%;54,63%;13,66%;18629,00;Rhein Auto Group
CUST_1260;09/02/2026;Week 2;Monday;No;Elbe Drive;Hamburg;Hamburg;Opel;Mokka;Diesel;SUV;50+;Low;Returning;Social Media;Sales_8;243;106;62;14;13.21;21534;13.89;19842;301476;23688;Feb;2;2026;Weekday;22,58%;43,62%;5,76%;1692,00;Elbe Drive
CUST_1261;02/02/2026;Week 1;Monday;No;Stuttgart Auto Center;Stuttgart;Baden-WÃ¼rttemberg;Mercedes;EQE;Electric;Sedan;26-35;Medium;Returning;Walk-in;Sales_6;202;106;83;26;24.53;54286;3.31;41754;1411436;325832;Feb;2;2026;Weekday;31,33%;52,48%;12,87%;12532,00;Stuttgart Auto Center
CUST_1262;05/02/2026;Week 1;Thursday;No;Rhein Auto Group;Cologne;NRW;Audi;A3;Electric;Hatchback;18-25;High;Returning;Website;Sales_11;183;84;55;17;20.24;48836;3.29;38085;830212;182767;Feb;2;2026;Weekday;30,91%;45,90%;9,29%;10751,00;Rhein Auto Group
CUST_1263;18/02/2026;Week 3;Wednesday;No;Leipzig Mobility;Leipzig;Saxony;BMW;X5;Petrol;SUV;50+;Low;New;Social Media;Sales_10;169;87;65;22;25.29;68043;2.47;47975;1496946;441496;Feb;2;2026;Weekday;33,85%;51,48%;13,02%;20068,00;Leipzig Mobility
CUST_1264;05/02/2026;Week 1;Thursday;No;Ruhr Auto Plaza;Dortmund;NRW;VW;Passat;Diesel;Sedan;26-35;High;New;Walk-in;Sales_18;502;208;128;33;15.87;30741;7.82;27470;1014453;107943;Feb;2;2026;Weekday;25,78%;41,43%;6,57%;3271,00;Ruhr Auto Plaza
CUST_1265;23/02/2026;Week 4;Monday;No;Autohaus Berlin;Berlin;Berlin;Audi;A3;Electric;Hatchback;26-35;High;New;Social Media;Sales_3;243;134;92;28;20.9;49965;3.82;38721;1399020;314832;Feb;2;2026;Weekday;30,43%;55,14%;11,52%;11244,00;Autohaus Berlin
CUST_1266;11/02/2026;Week 2;Wednesday;No;Hannover Cars;Hannover;Lower Saxony;BMW;X3;Electric;SUV;36-50;High;Returning;Referral;Sales_17;277;132;99;41;31.06;59359;3.97;45860;2433719;553459;Feb;2;2026;Weekday;41,41%;47,65%;14,80%;13499,00;Hannover Cars
CUST_1267;28/02/2026;Week 4;Saturday;Yes;Saxon Wheels;Dresden;Saxony;BMW;X5;Electric;SUV;50+;Medium;New;Referral;Sales_1;202;117;83;35;29.91;61268;3.81;42993;2144380;639625;Feb;2;2026;Weekend;42,17%;57,92%;17,33%;18275,00;Saxon Wheels
CUST_1268;11/02/2026;Week 2;Wednesday;No;Hannover Cars;Hannover;Lower Saxony;VW;Golf;Hybrid;Hatchback;18-25;Low;Returning;Website;Sales_11;346;161;114;26;16.15;32786;6.91;28851;852436;102310;Feb;2;2026;Weekday;22,81%;46,53%;7,51%;3935,00;Hannover Cars
CUST_1269;13/02/2026;Week 2;Friday;No;Ruhr Auto Plaza;Dortmund;NRW;Mercedes;EQE;Hybrid;Sedan;50+;High;Returning;Walk-in;Sales_5;262;135;94;33;24.44;64814;4.44;50904;2138862;459030;Feb;2;2026;Weekday;35,11%;51,53%;12,60%;13910,00;Ruhr Auto Plaza
